frame,obj_id,x,y
0,1,150.11111111111111,2.888888888888889
0,2,28.714285714285715,4.3428571428571425
0,3,137.91304347826087,4.608695652173913
0,4,120.5,6.5
0,5,11.38888888888889,6.555555555555555
0,6,84.61111111111111,8.277777777777779
0,7,65.825,11.025
0,8,172.57692307692307,11.307692307692308
0,9,44.833333333333336,11.952380952380953
0,10,183.92,11.44
0,11,99.48148148148148,15.407407407407407
0,12,142.5,14.0
0,13,114.21875,17.3125
0,14,135.34615384615384,16.423076923076923
0,15,157.08695652173913,17.391304347826086
0,16,27.307692307692307,21.384615384615383
0,17,142.0,21.807692307692307
0,18,84.04545454545455,23.727272727272727
0,19,120.81481481481481,25.25925925925926
0,20,156.19444444444446,27.805555555555557
0,21,171.1,26.933333333333334
0,22,74.33333333333333,28.333333333333332
0,23,10.584905660377359,29.264150943396228
0,24,65.68,29.36
0,25,91.26315789473684,31.157894736842106
0,26,44.93617021276596,36.48936170212766
0,27,114.93548387096774,35.354838709677416
0,28,130.47619047619048,36.642857142857146
0,29,147.64864864864865,35.75675675675676
0,30,20.4,38.0
0,31,26.451612903225808,37.45161290322581
0,32,97.66666666666667,39.03030303030303
0,33,77.84615384615384,41.5
0,34,34.51162790697674,41.23255813953488
0,35,70.25925925925925,42.48148148148148
0,36,170.4814814814815,44.407407407407405
0,37,148.77777777777777,45.148148148148145
0,38,11.727272727272727,45.15151515151515
0,39,83.16666666666667,47.4
0,40,125.18181818181819,48.0
0,41,34.38709677419355,51.12903225806452
0,42,97.4,52.15
0,43,119.82758620689656,51.89655172413793
0,44,24.533333333333335,52.333333333333336
0,45,139.8709677419355,52.83870967741935
0,46,158.8695652173913,53.43478260869565
0,47,28.958333333333332,59.791666666666664
0,48,97.5,58.42307692307692
0,49,115.17241379310344,58.689655172413794
0,50,131.66666666666666,61.083333333333336
0,51,149.32142857142858,62.285714285714285
0,52,48.87096774193548,62.83870967741935
0,53,34.629629629629626,64.5925925925926
0,54,15.025,65.725
0,55,57.84615384615385,65.46153846153847
0,56,116.06896551724138,65.79310344827586
0,57,88.18181818181819,68.24242424242425
0,58,77.24137931034483,72.89655172413794
0,59,71.65714285714286,75.22857142857143
0,60,113.6829268292683,75.65853658536585
0,61,142.46428571428572,75.78571428571429
0,62,157.41379310344828,75.93103448275862
0,63,175.725,76.925
0,64,51.54054054054054,76.91891891891892
0,65,8.653846153846153,77.11538461538461
0,66,93.96774193548387,77.87096774193549
0,67,24.107142857142858,78.71428571428571
0,68,129.93333333333334,80.9
